time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-12T19:02:29.312Z,37.2623,37.0849,10,4.3,mb,72,75,0.134,0.66,us,us6000jnh5,2023-04-22T21:33:03.040Z,"31 km SW of Pazarc?k, Turkey",earthquake,4.84,1.892,0.095,31,reviewed,us,us
2023-02-12T18:33:14.268Z,37.3429,36.9989,9.339,4.7,mwr,111,35,0.18,0.7,us,us6000jnh1,2023-04-22T21:33:03.040Z,"27 km SSE of Kahramanmara?, Turkey",earthquake,4.57,3.738,0.071,19,reviewed,us,us
2023-02-12T17:28:17.826Z,38.083,36.6197,10,4.1,mb,33,54,0.36,0.88,us,us6000jngq,2023-04-22T21:33:03.040Z,"12 km ENE of Göksun, Turkey",earthquake,2.25,1.896,0.185,8,reviewed,us,us
2023-02-12T14:30:03.956Z,37.8149,36.7003,10,4.4,mb,32,50,0.347,1.17,us,us6000jng3,2023-04-22T21:33:02.040Z,"29 km SE of Göksun, Turkey",earthquake,5.99,1.913,0.109,24,reviewed,us,us
2023-02-12T08:14:10.398Z,38.0797,37.3193,7.67,4.4,mb,36,62,0.663,0.47,us,us6000jqbp,2023-04-22T21:33:21.040Z,"11 km E of Ekinözü, Turkey",earthquake,3.13,2.103,0.12,20,reviewed,us,us
2023-02-12T04:52:59.139Z,37.9055,37.4792,10,4.1,mb,40,83,0.609,1.14,us,us6000jndz,2023-04-22T21:33:01.040Z,"7 km SSE of Nurhak, Turkey",earthquake,3.43,1.573,0.151,12,reviewed,us,us
2023-02-11T23:30:56.494Z,38.0249,36.4218,10,4.1,mb,83,33,0.382,0.64,us,us6000jncu,2023-04-15T21:39:59.040Z,"6 km W of Göksun, Turkey",earthquake,3.57,1.861,0.084,39,reviewed,us,us
2023-02-11T14:38:03.890Z,37.9428,36.5034,10,4.4,mb,37,55,0.383,0.65,us,us6000jnay,2023-04-15T21:39:58.040Z,"8 km S of Göksun, Turkey",earthquake,4.14,1.408,0.107,25,reviewed,us,us
2023-02-11T12:54:58.944Z,38.0902,36.6163,8.66,4.1,mb,33,44,0.353,0.55,us,us6000jnaq,2023-04-15T21:39:57.040Z,"12 km NE of Göksun, Turkey",earthquake,2.07,7.539,0.214,6,reviewed,us,us
2023-02-11T11:59:53.865Z,37.8492,36.67,8.739,4.2,mb,28,49,0.372,0.45,us,us6000jpp7,2023-04-15T21:40:13.040Z,"24 km SE of Göksun, Turkey",earthquake,3.08,3.86,0.146,13,reviewed,us,us
2023-02-11T11:05:17.347Z,38.1233,36.6274,13.853,4.3,mb,58,48,0.328,0.38,us,us6000jnai,2023-04-15T21:39:57.040Z,"16 km NE of Göksun, Turkey",earthquake,4.21,3.683,0.101,28,reviewed,us,us
2023-02-11T06:28:13.163Z,38.0647,36.5778,8.106,4.6,mb,32,75,0.364,0.53,us,us6000jn97,2023-04-15T21:39:57.040Z,"8 km NE of Göksun, Turkey",earthquake,2.67,5.35,0.173,10,reviewed,us,us
2023-02-11T04:47:04.418Z,37.8165,36.5708,10,4.3,mb,60,49,0.296,0.85,us,us6000jn8d,2023-04-15T21:39:57.040Z,"Central Turkey",earthquake,3.43,1.877,0.114,22,reviewed,us,us
2023-02-10T17:00:51.366Z,37.8868,36.2951,2.087,4.7,mwr,128,34,0.309,0.72,us,us6000jn4r,2023-04-15T21:39:55.040Z,"21 km ESE of Saimbeyli, Turkey",earthquake,2.68,3.738,0.061,26,reviewed,us,us
2023-02-10T01:50:59.593Z,37.8685,36.631,5.225,4.3,mwr,69,40,0.367,0.75,us,us6000jmzj,2023-04-15T21:39:52.040Z,"20 km SE of Göksun, Turkey",earthquake,3.67,3.789,0.06,27,reviewed,us,us
2023-02-09T19:37:46.503Z,38.0264,36.6096,10,4.1,mb,22,81,0.409,1.16,us,us6000jpku,2023-04-15T21:40:11.040Z,"9 km E of Göksun, Turkey",earthquake,3.12,1.925,0.524,1,reviewed,us,us
2023-02-09T17:51:52.392Z,38.0746,36.5194,10,4,mb,31,51,0.341,1.39,us,us6000jpkn,2023-04-15T21:40:11.040Z,"6 km NNE of Göksun, Turkey",earthquake,2.63,1.83,0.212,6,reviewed,us,us
2023-02-09T12:22:05.037Z,37.9544,37.7834,10,4.1,mb,22,80,0.832,0.63,us,us6000jpkf,2023-04-15T21:40:11.040Z,"16 km SSW of Do?an?ehir, Turkey",earthquake,3.1,1.664,0.369,2,reviewed,us,us
2023-02-09T11:48:32.158Z,37.9921,37.7044,10,4.3,mb,35,65,0.802,1.02,us,us6000jmq7,2023-04-15T21:39:51.040Z,"17 km SW of Do?an?ehir, Turkey",earthquake,1.82,1.884,0.307,3,reviewed,us,us
2023-02-09T10:42:24.454Z,37.2659,36.9198,11.669,4.3,mb,40,84,0.239,0.86,us,us6000jmpu,2023-04-15T21:39:50.040Z,"19 km ENE of Nurda??, Turkey",earthquake,2.02,5.143,0.217,6,reviewed,us,us
2023-02-09T07:57:06.462Z,38.0799,36.5452,8.987,4.2,mb,24,109,0.342,0.45,us,us6000jpk6,2023-04-15T21:40:11.040Z,"Central Turkey",earthquake,2.27,1.238,0.215,6,reviewed,us,us
2023-02-09T07:42:08.070Z,37.995,36.5954,6.994,4.3,mb,49,36,0.435,0.57,us,us6000jmnx,2023-04-15T21:39:50.040Z,"9 km ESE of Göksun, Turkey",earthquake,2.15,4.55,0.126,19,reviewed,us,us
2023-02-09T06:49:51.214Z,37.8752,37.6589,14.944,4.1,mb,43,45,0.706,0.65,us,us6000jpk4,2023-04-15T21:40:11.040Z,"",earthquake,4.18,1.411,0.14,19,reviewed,us,us
2023-02-09T05:24:26.530Z,38.0679,36.6086,8.594,4.4,mb,37,50,0.371,0.52,us,us6000jpjz,2023-04-15T21:40:11.040Z,"11 km ENE of Göksun, Turkey",earthquake,3.33,5.563,0.178,9,reviewed,us,us
2023-02-09T04:18:20.615Z,37.9616,36.3641,10,4.3,mb,35,52,0.381,0.66,us,us6000jpjv,2023-04-15T21:40:10.040Z,"13 km WSW of Göksun, Turkey",earthquake,2.46,1.643,0.266,4,reviewed,us,us
2023-02-09T01:44:19.249Z,37.8831,37.7147,8.154,4.5,mb,59,84,0.815,0.83,us,us6000jmma,2023-04-15T21:39:49.040Z,"13 km NNE of Gölba??, Turkey",earthquake,4.23,3.919,0.118,21,reviewed,us,us
2023-02-08T19:05:19.712Z,38.0531,36.5409,10,4.5,mb,32,40,0.366,1.04,us,us6000jmk0,2023-04-15T21:39:48.040Z,"5 km NE of Göksun, Turkey",earthquake,3.57,1.883,0.27,4,reviewed,us,us
2023-02-08T18:35:12.129Z,37.5096,37.116,10,4.4,mb,30,66,0.172,0.78,us,us6000jpcx,2023-04-15T21:40:09.040Z,"16 km W of Pazarc?k, Turkey",earthquake,2.31,1.925,0.203,7,reviewed,us,us
2023-02-08T16:55:40.516Z,38.0244,37.1589,10,4.4,mb,53,53,0.557,0.88,us,us6000jmja,2023-04-15T21:39:48.040Z,"4 km SSW of Ekinözü, Turkey",earthquake,2.5,1.858,0.114,22,reviewed,us,us
2023-02-08T15:49:58.075Z,37.8218,36.5994,1.576,4.3,mwr,61,47,0.314,0.69,us,us6000jmj3,2023-04-15T21:39:48.040Z,"Central Turkey",earthquake,5.18,3.471,0.069,20,reviewed,us,us
2023-02-08T15:04:43.256Z,38.0391,36.953,10,4.3,mb,62,45,0.535,0.74,us,us6000jmhk,2023-04-15T21:39:48.040Z,"Central Turkey",earthquake,3.09,0.971,0.1,28,reviewed,us,us
2023-02-08T14:42:21.367Z,38.0953,36.6525,11.674,4.4,mb,96,36,0.362,0.59,us,us6000jmhg,2023-04-15T21:39:48.040Z,"15 km ENE of Göksun, Turkey",earthquake,3.14,4.428,0.087,38,reviewed,us,us
2023-02-08T14:20:24.960Z,37.9963,37.4325,5.398,5.1,mww,188,55,0.647,0.55,us,us6000jmh3,2023-04-15T21:39:47.040Z,"3 km N of Nurhak, Turkey",earthquake,3.81,3.653,0.083,14,reviewed,us,us
2023-02-08T11:37:21.861Z,38.0802,36.8835,10,4,mb,24,76,0.491,0.64,us,us6000jpdb,2023-04-15T21:40:10.040Z,"18 km S of Af?in, Turkey",earthquake,2.73,1.974,0.232,5,reviewed,us,us
2023-02-08T11:24:00.758Z,37.9367,37.6179,3.53,4.5,mwr,79,79,0.714,0.72,us,us6000jmgg,2023-04-15T21:39:47.040Z,"Central Turkey",earthquake,4.88,4.816,0.08,15,reviewed,us,us
2023-02-08T11:11:52.969Z,37.9389,37.6611,9.559,5.4,mww,155,44,0.743,0.66,us,us6000jmgf,2023-04-15T21:39:47.040Z,"17 km N of Gölba??, Turkey",earthquake,4.63,3.921,0.05,39,reviewed,us,us
2023-02-08T11:00:19.726Z,38.0268,37.7704,10,4.1,mwr,33,82,0.864,0.8,us,us6000jmge,2023-04-15T21:39:47.040Z,"11 km SW of Do?an?ehir, Turkey",earthquake,4.67,1.961,0.08,15,reviewed,us,us
2023-02-08T09:52:11.967Z,38.0337,36.5009,10,4.4,mb,49,51,0.379,0.62,us,us6000jpcs,2023-04-15T21:40:09.040Z,"1 km NNE of Göksun, Turkey",earthquake,2.46,1.698,0.123,19,reviewed,us,us
2023-02-08T08:45:36.239Z,37.8795,37.7666,12.886,4.1,mwr,36,70,0.782,0.92,us,us6000jmg5,2023-04-15T21:39:47.040Z,"15 km NE of Gölba??, Turkey",earthquake,3.43,4.642,0.093,11,reviewed,us,us
2023-02-08T07:48:31.978Z,38.0061,36.4959,10,5,mww,102,27,0.405,0.99,us,us6000jmg1,2023-04-15T21:39:46.040Z,"1 km S of Göksun, Turkey",earthquake,4.37,1.782,0.054,33,reviewed,us,us
2023-02-08T05:52:37.157Z,38.0593,36.7087,10,4.2,mwr,61,46,0.416,1.29,us,us6000jmfk,2023-04-15T21:39:46.040Z,"19 km ENE of Göksun, Turkey",earthquake,3.18,1.028,0.071,19,reviewed,us,us
2023-02-08T00:11:55.118Z,38.0835,37.1939,14.197,4.1,mb,33,63,0.622,0.44,us,us6000jme5,2023-04-15T21:39:45.040Z,"2 km NNE of Ekinözü, Turkey",earthquake,4.06,5.32,0.174,9,reviewed,us,us
2023-02-07T22:45:27.921Z,38.0992,36.5507,6.069,4.2,mb,51,37,0.325,1.21,us,us6000jp4y,2023-04-15T21:40:07.040Z,"9 km NNE of Göksun, Turkey",earthquake,3.51,6.818,0.146,13,reviewed,us,us
2023-02-07T22:07:54.879Z,38.0663,36.5541,12.635,4.2,mb,56,45,0.357,0.58,us,us6000jp4v,2023-04-15T21:40:07.040Z,"Central Turkey",earthquake,3.17,4.898,0.118,20,reviewed,us,us
2023-02-07T21:58:54.224Z,37.4201,36.9564,12.635,4.1,mb,20,90,0.096,0.73,us,us6000jp4u,2023-04-15T21:40:07.040Z,"",earthquake,3.88,3.357,0.302,3,reviewed,us,us
2023-02-07T21:21:25.723Z,37.904,37.4957,3.541,4.7,mww,136,45,0.618,0.68,us,us6000jmc7,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,5.34,3.849,0.075,17,reviewed,us,us
2023-02-07T19:13:49.620Z,38.0472,36.9204,13,4.4,mwr,96,42,0.535,0.72,us,us6000jmbj,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,3.78,1.727,0.06,27,reviewed,us,us
2023-02-07T18:09:59.860Z,37.9358,36.6013,17.857,5.3,mww,165,26,0.409,0.61,us,us6000jmat,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,4.64,2.021,0.093,11,reviewed,us,us
2023-02-07T17:53:50.882Z,38.0002,36.4438,8.524,4.2,mb,71,35,0.407,0.68,us,us6000jp4m,2023-04-15T21:40:07.040Z,"5 km WSW of Göksun, Turkey",earthquake,3.2,4.683,0.098,34,reviewed,us,us
2023-02-07T17:38:00.327Z,37.8896,37.6276,16.287,4.2,mb,32,102,0.79,0.97,us,us6000jmar,2023-04-15T21:39:44.040Z,"Central Turkey",earthquake,3.95,4.841,0.141,15,reviewed,us,us
2023-02-07T16:54:31.685Z,37.9421,37.323,17.033,4.1,mb,26,74,0.55,1.18,us,us6000jp57,2023-04-15T21:40:07.040Z,"10 km WSW of Nurhak, Turkey",earthquake,2.92,4.662,0.234,5,reviewed,us,us
2023-02-07T15:48:54.123Z,37.9939,36.4771,11.132,5,mww,138,22,0.415,0.61,us,us6000jm96,2023-04-15T21:39:44.040Z,"3 km SSW of Göksun, Turkey",earthquake,5.2,3.312,0.062,25,reviewed,us,us
2023-02-07T15:31:28.295Z,37.3758,37.1447,10,4.7,mwr,126,34,0.21,0.64,us,us6000jm95,2023-04-15T21:39:44.040Z,"18 km SW of Pazarc?k, Turkey",earthquake,5.54,1.867,0.063,24,reviewed,us,us
2023-02-07T14:23:17.029Z,38.0426,36.5803,10,4.4,mb,53,41,0.386,0.8,us,us6000jp4j,2023-04-15T21:40:07.040Z,"7 km ENE of Göksun, Turkey",earthquake,1.86,1.872,0.13,17,reviewed,us,us
2023-02-07T11:01:11.695Z,37.9808,37.6619,3.759,4.4,mb,97,51,0.768,0.47,us,us6000jp4b,2023-04-15T21:40:07.040Z,"19 km E of Nurhak, Turkey",earthquake,4.92,3.872,0.069,62,reviewed,us,us
2023-02-07T10:57:45.760Z,37.8906,36.6707,10,4.1,mwr,65,44,0.403,0.71,us,us6000jp48,2023-04-15T21:40:07.040Z,"21 km SE of Göksun, Turkey",earthquake,3.49,1.86,0.089,12,reviewed,us,us
2023-02-07T10:56:29.905Z,37.8696,36.6642,8.656,4.5,mb,68,68,0.384,0.7,us,us6000jm7k,2023-04-15T21:39:43.040Z,"Central Turkey",earthquake,6.72,5.002,0.083,44,reviewed,us,us
2023-02-07T10:07:18.238Z,37.5226,37.1468,10.944,4.2,mb,65,47,0.197,0.49,us,us6000jp54,2023-04-15T21:40:07.040Z,"14 km WNW of Pazarc?k, Turkey",earthquake,5.6,3.328,0.082,43,reviewed,us,us
2023-02-07T09:53:31.468Z,38.1471,36.3693,20.355,4.2,mb,45,53,0.263,0.43,us,us6000jp42,2023-04-15T21:40:06.040Z,"17 km NW of Göksun, Turkey",earthquake,3.73,1.655,0.118,22,reviewed,us,us
2023-02-07T08:25:46.610Z,37.8817,37.528,10,4.2,mwr,63,56,0.624,0.78,us,us6000jm71,2023-04-15T21:39:43.040Z,"11 km SE of Nurhak, Turkey",earthquake,5.01,1.877,0.083,14,reviewed,us,us
2023-02-07T07:26:36.313Z,38.0311,37.5813,16.18,4.4,mb,66,65,0.753,1.05,us,us6000jm6v,2023-04-15T21:39:43.040Z,"",earthquake,2.98,4.552,0.127,18,reviewed,us,us
2023-02-07T06:48:51.697Z,38.3144,37.5808,5.787,4.5,mwr,79,39,0.919,0.64,us,us6000jm6b,2023-04-15T21:39:42.040Z,"26 km SSE of Darende, Turkey",earthquake,3.17,4.163,0.069,20,reviewed,us,us
2023-02-07T06:40:53.780Z,38.0342,36.455,6.359,4.5,mwr,55,44,0.374,0.49,us,us6000jm69,2023-04-15T21:39:42.040Z,"3 km WNW of Göksun, Turkey",earthquake,3.12,5.179,0.068,21,reviewed,us,us
2023-02-07T06:26:11.987Z,37.3357,36.8762,7.505,4.2,mb,23,150,0.17,0.4,us,us6000jp3v,2023-04-15T21:40:06.040Z,"22 km NE of Nurda??, Turkey",earthquake,2.38,5.007,0.187,8,reviewed,us,us
2023-02-07T04:16:42.272Z,37.9036,37.4321,10,3.9,mb,32,81,0.58,0.73,us,us6000jm5s,2023-04-15T21:39:31.040Z,"6 km S of Nurhak, Turkey",earthquake,2.99,1.918,0.209,6,reviewed,us,us
2023-02-07T04:07:57.801Z,37.7181,37.4217,10,4.1,mb,24,87,0.466,0.62,us,us6000jp3l,2023-04-15T21:40:06.040Z,"Kahramanmaras Earthquake Sequence",earthquake,3.36,1.483,0.214,6,reviewed,us,us
2023-02-07T03:58:56.236Z,37.507,37.227,10,4.2,mwr,37,89,0.26,0.77,us,us6000jp3k,2023-04-15T21:40:06.040Z,"6 km WNW of Pazarc?k, Turkey",earthquake,4.34,1.836,0.069,20,reviewed,us,us
2023-02-07T03:30:01.492Z,37.748,37.6323,10,4.3,mb,54,78,0.63,1.04,us,us6000jp3x,2023-04-15T21:40:06.040Z,"3 km S of Gölba??, Turkey",earthquake,1.3,1.913,0.147,13,reviewed,us,us
2023-02-07T03:16:16.365Z,37.6089,37.3755,10,4.6,mb,42,99,0.392,0.56,us,us6000jp3y,2023-04-15T21:40:06.040Z,"15 km NNE of Pazarc?k, Turkey",earthquake,1.51,1.946,0.122,20,reviewed,us,us
2023-02-07T03:13:12.754Z,37.7639,37.7309,10,5.5,mww,136,45,0.722,0.58,us,us6000jm5e,2023-04-15T21:39:42.040Z,"8 km ESE of Gölba??, Turkey",earthquake,5.01,1.719,0.062,25,reviewed,us,us
2023-02-07T03:08:57.248Z,37.917,37.6406,10,4.8,mwr,102,55,0.717,0.73,us,us6000jm5c,2023-04-18T21:46:04.040Z,"14 km N of Gölba??, Turkey",earthquake,4.88,1.854,0.057,30,reviewed,us,us
2023-02-07T03:02:54.008Z,37.3373,37.1197,10,4.3,mb,24,76,0.18,0.65,us,us6000jm5a,2023-04-15T21:39:42.040Z,"23 km SW of Pazarc?k, Turkey",earthquake,3.71,1.643,0.178,9,reviewed,us,us
2023-02-07T02:53:29.007Z,38.0387,36.5733,10,4.4,mb,63,48,0.388,0.38,us,us6000jm57,2023-04-15T21:39:42.040Z,"6 km ENE of Göksun, Turkey",earthquake,3.61,1.861,0.12,20,reviewed,us,us
2023-02-07T02:43:27.973Z,38.1044,36.9078,10,4.4,mb,41,45,0.961,0.75,us,us6000jm54,2023-04-15T21:39:42.040Z,"15 km S of Af?in, Turkey",earthquake,2.64,1.885,0.134,16,reviewed,us,us
2023-02-07T02:28:20.753Z,38.0265,37.5093,10,4.1,mb,30,118,0.71,0.8,us,us6000jp53,2023-04-15T21:40:07.040Z,"9 km NE of Nurhak, Turkey",earthquake,3.75,1.925,0.214,6,reviewed,us,us
2023-02-07T01:34:29.191Z,37.4326,37.0521,10,4.4,mb,46,111,0.141,0.76,us,us6000jm4x,2023-04-15T21:39:41.040Z,"20 km SSE of Kahramanmara?, Turkey",earthquake,5.7,1.928,0.123,19,reviewed,us,us
2023-02-07T01:32:00.826Z,38.0152,36.5543,10,4.4,mb,31,56,0.406,0.55,us,us6000jp3g,2023-04-15T21:40:06.040Z,"5 km E of Göksun, Turkey",earthquake,3.9,1.9,0.169,10,reviewed,us,us
2023-02-07T01:29:18.918Z,38.0903,36.7693,10,4.2,mb,62,36,0.42,0.78,us,us6000jm4r,2023-04-15T21:39:41.040Z,"21 km SW of Af?in, Turkey",earthquake,2.41,1.897,0.121,19,reviewed,us,us
2023-02-07T01:18:07.375Z,38.0195,36.4624,10,4.3,mb,23,66,0.389,0.89,us,us6000jp3f,2023-04-15T21:40:06.040Z,"3 km W of Göksun, Turkey",earthquake,1.3,1.928,0.201,7,reviewed,us,us
2023-02-07T00:20:16.237Z,37.8431,36.6148,10,4.2,mb,53,34,0.339,0.74,us,us6000jp3d,2023-04-15T21:40:06.040Z,"22 km SSE of Göksun, Turkey",earthquake,3.52,1.635,0.112,22,reviewed,us,us
2023-02-06T23:13:30.166Z,37.9846,37.404,10,4.2,mwr,40,68,0.623,0.76,us,us6000jnv4,2023-04-15T21:40:04.040Z,"3 km NW of Nurhak, Turkey",earthquake,2.47,1.001,0.08,15,reviewed,us,us
2023-02-06T22:55:27.276Z,37.9341,36.6247,11.221,4,mb,33,74,0.417,0.67,us,us6000jnv2,2023-04-15T21:40:04.040Z,"14 km SE of Göksun, Turkey",earthquake,2.31,5.325,0.15,12,reviewed,us,us
2023-02-06T22:44:54.848Z,38.0613,36.5637,13.174,4.2,mb,26,75,0.364,0.42,us,us6000jnv1,2023-04-15T21:40:04.040Z,"7 km NE of Göksun, Turkey",earthquake,2.3,1.306,0.199,7,reviewed,us,us
2023-02-06T22:29:39.343Z,38.0473,36.4145,6.86,4.1,mwr,100,28,0.359,0.51,us,us6000jm3n,2023-04-15T21:39:41.040Z,"7 km WNW of Göksun, Turkey",earthquake,3.52,4.506,0.083,14,reviewed,us,us
2023-02-06T22:26:17.724Z,37.9513,37.4756,5.481,4.2,mwr,62,68,0.638,0.73,us,us6000jm3l,2023-04-15T21:39:41.040Z,"3 km ESE of Nurhak, Turkey",earthquake,5.14,4.613,0.073,18,reviewed,us,us
2023-02-06T22:09:51.889Z,38.0814,36.8993,10.236,4.1,mb,33,67,0.499,0.67,us,us6000jnuw,2023-04-15T21:40:04.040Z,"18 km S of Af?in, Turkey",earthquake,2.75,6.787,0.165,10,reviewed,us,us
2023-02-06T21:57:43.529Z,38.032,36.5882,9.855,4.7,mwr,166,27,0.398,0.58,us,us6000jm3c,2023-04-15T21:39:40.040Z,"8 km E of Göksun, Turkey",earthquake,5.55,1.946,0.053,34,reviewed,us,us
2023-02-06T21:15:18.245Z,38.072,37.034,10.235,4.9,mwr,135,47,0.589,0.66,us,us6000jm30,2023-04-15T21:39:40.040Z,"13 km W of Ekinözü, Turkey",earthquake,4.77,3.056,0.052,35,reviewed,us,us
2023-02-06T20:54:01.125Z,37.9263,36.4655,10,4.4,mb,28,62,0.359,1.12,us,us6000jnvx,2023-04-15T21:40:05.040Z,"Central Turkey",earthquake,3.07,1.916,0.17,11,reviewed,us,us
2023-02-06T20:44:00.230Z,38.0063,36.5773,10,4.8,mwr,93,30,0.419,0.67,us,us6000jm2t,2023-04-15T21:39:40.040Z,"Central Turkey",earthquake,2.29,1.795,0.063,24,reviewed,us,us
2023-02-06T20:37:51.879Z,37.2507,37.0859,10,5.3,mww,137,34,0.126,0.76,us,us6000jm2r,2023-04-15T21:39:40.040Z,"32 km SW of Pazarc?k, Turkey",earthquake,2.81,1.754,0.071,19,reviewed,us,us
2023-02-06T20:14:11.184Z,37.9649,36.479,6.59,4.3,mb,55,46,0.399,0.73,us,us6000jm2k,2023-04-15T21:39:40.040Z,"6 km SSW of Göksun, Turkey",earthquake,4.35,3.494,0.111,23,reviewed,us,us
2023-02-06T20:11:49.233Z,37.8934,37.6383,14.754,4.3,mb,45,90,0.702,0.9,us,us6000jnuq,2023-04-15T21:40:03.040Z,"Central Turkey",earthquake,4.9,5.204,0.177,9,reviewed,us,us
2023-02-06T20:05:35.045Z,38.0339,36.3096,10,4.8,mwr,91,35,0.382,0.83,us,us6000jm29,2023-04-15T21:39:40.040Z,"Adana, Turkey",earthquake,4.33,1.81,0.06,27,reviewed,us,us
2023-02-06T19:49:40.242Z,38.0947,36.6422,10,4.2,mwr,56,31,0.358,0.61,us,us6000jm28,2023-04-15T21:39:40.040Z,"",earthquake,2.92,1.912,0.069,20,reviewed,us,us
2023-02-06T19:35:50.641Z,37.4801,37.1528,10,4.2,mwr,69,49,0.311,0.69,us,us6000jm21,2023-04-15T21:39:40.040Z,"13 km W of Pazarc?k, Turkey",earthquake,5.61,1.837,0.068,21,reviewed,us,us
2023-02-06T19:30:59.475Z,38.0086,37.2784,10,4.4,mb,70,80,0.786,0.68,us,us6000jm1z,2023-04-15T21:39:40.040Z,"9 km SE of Ekinözü, Turkey",earthquake,5.66,1.79,0.092,34,reviewed,us,us
2023-02-06T19:25:01.538Z,37.8505,36.6645,10,4.5,mb,36,44,0.37,0.8,us,us6000jnuz,2023-04-15T21:40:04.040Z,"23 km SE of Göksun, Turkey",earthquake,4.6,1.422,0.156,12,reviewed,us,us
2023-02-06T19:15:47.865Z,37.989,36.3922,10,4.2,mwr,49,36,0.41,1.09,us,us6000jm1w,2023-04-15T21:39:39.040Z,"Central Turkey",earthquake,2.19,1.88,0.065,23,reviewed,us,us
2023-02-06T19:12:31.181Z,38.0322,37.3231,10,4.1,mb,34,70,0.805,0.71,us,us6000jnuy,2023-04-15T21:40:04.040Z,"12 km ESE of Ekinözü, Turkey",earthquake,3.37,1.658,0.197,7,reviewed,us,us
2023-02-06T18:03:53.807Z,37.9781,36.4456,10,5.2,mww,119,20,0.405,0.76,us,us6000jm1p,2023-04-15T21:39:39.040Z,"",earthquake,4.96,1.324,0.098,10,reviewed,us,us
